28	5.382368	-0.117698	0.383153	-0.053729	0.024737	-0.006623	-0.025680	0.007253	-0.005950
29	6.076017	-0.885211	-0.004202	0.053247	-0.034408	0.016855	0.017336	-0.005777	0.006552
30	4.721512	0.285319	-0.111066	0.070381	0.017213	-0.008466	-0.009038	-0.005796	-0.008635
31	4.493850	0.648283	0.300294	0.044660	0.029043	0.036429	0.017454	0.005990	0.005504
32	5.266174	-0.169552	-0.028645	0.054161	-0.002391	-0.000379	0.018827	-0.010570	-0.000121
33	4.514904	0.444459	-0.171454	0.030041	-0.011237	-0.027509	0.009730	0.010930	-0.004709
34	4.796914	0.247446	-0.029966	0.011357	-0.006071	-0.012214	0.024981	0.000378	0.004518
35	4.387787	0.604170	-0.067072	0.147672	-0.014646	0.009700	-0.017497	0.014304	-0.005331
36	5.478535	-0.379450	-0.101108	0.247190	-0.017124	0.005864	-0.014310	-0.030776	0.004908
37	4.632954	0.312346	-0.246368	0.070258	-0.017113	-0.022218	0.001493	0.021915	0.001875
38	5.225008	-0.248188	-0.318542	-0.061964	0.118320	0.009515	-0.003098	0.007843	-0.002626
39	4.182845	0.765569	-0.088761	-0.122028	-0.032059	0.011233	-0.017513	-0.003769	-0.000034
40	4.642527	0.390730	-0.003013	-0.089849	-0.011723	0.021850	-0.003946	-0.005050	0.002261
41	5.320560	-0.272334	-0.139443	-0.192947	0.003822	0.017181	-0.026559	-0.002329	0.001252
42	4.592853	0.403229	-0.093655	-0.012319	-0.031932	-0.001362	-0.016578	0.000774	0.006472
43	4.542527	0.453763	-0.075139	-0.039157	-0.044319	-0.000936	-0.010571	-0.005869	0.000143
44	4.799634	0.331896	0.196139	0.009892	-0.043517	-0.001242	0.014225	0.002280	0.000437
45	4.458635	0.574054	0.045881	-0.074054	-0.047020	-0.007242	0.015456	-0.010206	-0.006051
46	4.645468	0.441022	0.117881	0.035199	0.003840	0.005711	0.011464	-0.001458	-0.008525
47	5.534617	-0.237833	0.411099	0.034932	0.053768	-0.014084	-0.052399	0.006801	0.006246
48	7.075704	-1.804518	-0.056095	-0.035334	-0.027875	0.041281	0.040136	0.012632	-0.008308
49	5.106519	-0.023889	-0.022224	0.059903	0.040075	-0.005245	-0.012807	-0.012226	-0.006607
50	4.424206	0.708585	0.290663	0.073880	0.048191	0.035530	0.021997	0.008080	0.008094
51	5.046292	0.004504	-0.088777	0.073953	-0.009104	-0.005836	0.017571	-0.009925	0.002281
52	4.843212	0.165104	-0.134764	0.017431	0.003156	-0.023944	0.012612	-0.000780	-0.005153
53	4.900944	0.171688	0.005726	0.068033	0.031356	-0.011369	0.018401	-0.002337	0.004786
54	4.426011	0.578893	-0.053930	0.223348	-0.014346	-0.011210	-0.014779	0.007899	-0.000207
55	7.191193	-1.857660	0.063775	0.052556	-0.038491	0.011194	-0.001966	0.017341	-0.001469
56	4.683181	0.263786	-0.253302	0.043810	-0.016327	-0.023467	0.004273	0.019398	0.004971
57	5.148077	-0.209814	-0.391649	-0.079693	0.044846	-0.007423	0.007629	0.019001	0.009505
